Graph,Count,Avg rb,Min rb,HitTime,Min Time,Avg Time
belgium.osm,10,3.00,3,10,0.363543,0.3862995
hugebubbles-00010,10,3.00,3,10,11.3758,12.84278
af_shell10,10,15.00,15,10,2.97464,3.0903
er-fact1.5-scale20,10,8.00,8,10,4.9784,5.550064
polblogs,10,15.00,15,10,0.003598,0.008058599999999999
smallworld,10,7.00,7,10,0.08849,0.0966874
hugebubbles-00020,10,3.00,3,10,13.2319,14.20353
er-fact1.5-scale22,10,9.00,9,10,25.3328,28.18137
road_central,10,4.00,4,10,6.50818,7.313374
delaunay_n16,10,5.00,5,10,0.033929,0.0389096
rgg_n_2_23_s0,10,19.00,19,10,16.0072,16.54924
polbooks,10,6.00,6,10,0.000192,0.0004659
email,10,12.00,12,10,0.000878,0.0010414999999999999
nlpkkt240,10,2.00,2,10,53.655,54.440470000000005
lesmis,10,11.00,11,10,0.000231,0.0004764
vsp_barth5_1Ksep_50in_5Kout,10,5.00,5,10,0.017523,0.0243533
cond-mat-2003,10,12.00,12,10,0.034061,0.0409071
rgg_n_2_19_s0,10,8.00,8,10,0.836148,0.8634718
great-britain.osm,10,3.00,3,10,2.10205,2.250932
vsp_c-30_data_data,10,7.00,7,10,0.007688,0.0120213
rgg_n_2_24_s0,10,21.00,21,10,28.5067,29.71666
kron_g500-logn18,10,36.60,36,4,7.74638,8.67574
preferentialAttachment,10,6.00,6,10,0.236326,0.3056599
vsp_bump2_e18_aa01_model1_crew1,10,9.00,9,10,0.048308,0.0613976
er-fact1.5-scale21,10,9.00,9,10,12.5942,13.63827
delaunay_n23,10,5.00,5,10,4.82943,5.420912
vsp_c-60_data_cti_cs4,10,6.20,6,8,0.039945,0.048123625
chesapeake,10,5.00,5,10,0.000119,0.0003305
PGPgiantcompo,10,25.00,25,10,0.004115,0.0081572
cage15,10,12.60,12,4,10.8275,11.7832
delaunay_n18,10,5.00,5,10,0.144219,0.1514173
road_usa,10,4.00,4,10,7.12211,7.589133
hugetric-00020,10,3.00,3,10,3.77203,4.050227
delaunay_n19,10,5.00,5,10,0.307185,0.3338914
AS365,10,5.00,5,10,4.54878,5.019659
netscience,10,5.00,5,10,0.000912,0.002552
vsp_sctap1-2b_and_seymourl,10,6.00,6,10,0.025506,0.0331626
delaunay_n15,10,5.00,5,10,0.017198,0.0220545
citationCiteseer,10,13.00,13,10,0.354918,0.4153888
packing-500x100x100-b050,10,10.90,10,1,4.06032,4.06032
power,10,6.00,6,10,0.001348,0.0035626
hugetrace-00000,10,3.00,3,10,2.10968,2.32746
hugetric-00010,10,3.00,3,10,3.99965,4.405077
hugetrace-00020,10,3.00,3,10,8.76002,9.484359
karate,10,5.00,5,10,0.000121,0.0002737
delaunay_n10,10,4.80,4,2,0.001021,0.001507
hugetrace-00010,10,3.00,3,10,5.59891,6.193049
vsp_south31_slptsk,10,11.50,11,5,0.032087,0.0360598
asia.osm,10,4.00,4,10,3.05973,3.1999370000000003
M6,10,5.00,5,10,3.51261,3.932428
NACA0015,10,5.00,5,10,0.994051,1.1340381
af_shell9,10,20.00,20,10,1.00122,1.124103
rgg_n_2_17_s0,10,15.00,15,10,0.141831,0.1516401
celegans_metabolic,10,9.00,9,10,0.000361,0.0005093
G_n_pin_pout,10,8.00,8,10,0.209066,0.2347874
cond-mat,10,6.00,6,10,0.014193,0.0182384
ecology1,10,2.00,2,10,0.298133,0.3248234
delaunay_n22,10,5.00,5,10,2.37206,2.500006
hugebubbles-00000,10,3.00,3,10,8.43619,8.981001
vsp_bcsstk30_500sep_10in_1Kout,10,28.10,28,9,0.973137,1.1898913333333334
cond-mat-2005,10,12.00,12,10,0.063082,0.0689607
vsp_p0291_seymourl_iiasa,10,6.00,6,10,0.007205,0.011143
caidaRouterLevel,10,17.00,17,10,0.158063,0.1861962
uk-2002,10,944.00,944,10,36.2205,37.40206
delaunay_n21,10,5.00,5,10,1.20752,1.269348
as-22july06,10,17.00,17,10,0.007889,0.0123169
cnr-2000,10,84.00,84,10,0.355761,0.3751242
delaunay_n12,10,5.00,5,10,0.001975,0.0044072
astro-ph,10,17.00,17,10,0.035854,0.0464737
ecology2,10,2.00,2,10,0.316613,0.3299704
ldoor,10,32.00,32,10,3.15559,3.359258
kron_g500-simple-logn19,10,38.30,38,7,13.4422,16.920357142857142
rgg_n_2_20_s0,10,17.00,17,10,1.3979,1.459876
audikw1,10,41.70,41,3,5.29938,5.44674
rgg_n_2_22_s0,10,11.00,11,10,8.04877,8.309673
delaunay_n13,10,5.00,5,10,0.005375,0.0073714
